CO_CEP,Latitude,Longitude
91180040,-30.0080519,-51.0969718
39402181,-16.6976459,-43.86788
22795260,-23.0182162,-43.461571
22730190,-22.9080777,-43.1790268
30335522,-19.9227318,-43.9450948
3288010,-23.5383214,-46.6391624
6122040,-23.5299744,-46.7825411
57035110,-9.6621817,-35.7043241
7260020,-23.4316111,-46.4075899
4635021,-23.5383214,-46.6391624
29900131,-19.3670787,-40.0640733
4563062,-23.5383214,-46.6391624
32371180,-19.9244185,-44.0293057
76820865,-8.7029077,-63.8744934
4320020,-23.5383214,-46.6391624
76400000,-14.5265855,-49.1461512
88301041,-26.9331846,-48.6846409
24020085,-22.8942619,-43.1202771
53060770,-8.0102001,-34.8777267
78030000,-15.5986686,-56.0991301
64890000,-8.1160308,-42.9527122
22240110,-22.9080777,-43.1790268
29015150,-20.3200917,-40.3376682
78060597,-15.5986686,-56.0991301
60762080,-3.8096766,-38.5722736
95735000,-29.2853552,-51.8717055
3414060,-23.5383214,-46.6391624
29090480,-20.3200917,-40.3376682
67140000,-1.3517005,-48.4092256
18550079,-23.2827287,-47.6722434
13179250,-22.8075285,-47.2205009
8543280,-23.5363345,-46.3590017
13395118,-22.8365387,-47.606651
85780000,-21.8267576,-46.8963717
88110401,-7.2231838,-38.290701
62040050,-3.6815246,-40.3564673
58043210,-7.1086237,-34.8706593
85470000,-21.5663094,-45.4415062
4012180,-23.5841522,-46.6492741
68040090,-2.4327884,-54.7273501
30644340,-19.9227318,-43.9450948
38441084,-18.6435371,-48.2143726
58083002,-7.1086237,-34.8706593
5886140,-23.5383214,-46.6391624
12062170,-23.0494273,-45.5667506
68928057,-0.0307068,-51.1789666
18103015,-23.4219944,-47.4139832
24020230,-22.8661647,-43.1157974
59131740,-5.8193078,-35.2126281
14409687,-20.5381768,-47.4009795
3264010,-23.591501,-46.5466317
38740120,-18.9274386,-46.966795
37464000,-22.3043608,-44.930919
25575120,-22.7839756,-43.3457664
65053050,-2.5295265,-44.2963942
81550170,-25.4944375,-49.284271
8122410,-23.5383214,-46.6391624
45820130,-16.3889963,-39.5713651
63100140,-7.2334576,-39.4088949
88307101,-26.9267078,-48.696164
50721330,-8.0484779,-34.9345028
31985090,-19.9227318,-43.9450948
41950420,-13.0107407,-38.493736
6735840,-23.6317516,-47.0344285
63050202,-7.2261732,-39.3242228
52210061,-8.0222519,-34.9067409
59145620,-5.8815773,-35.2189843
71937540,-15.7508868,-47.9250462
60135170,-3.7447825,-38.517106
89700138,-27.2428507,-52.0347638
36202342,-21.2082547,-43.7696844
22620110,-23.0117097,-43.3008014
8795020,-23.5281486,-46.1817517
14020610,-21.2073093,-47.8010154
13049254,-22.9056391,-47.059564
66095310,-1.4305833,-48.4535276
35570098,-20.4492056,-45.4592914
18550065,-23.2858028,-47.6746236
7621200,-23.4158121,-46.6643673
54720001,-8.0021783,-35.0503494
60182105,-3.7304512,-38.5217989
39784000,-18.3614364,-42.5943751
65055359,-2.5295265,-44.2963942
65085790,-2.5295265,-44.2963942
23028290,-22.9080777,-43.1790268
13330070,-23.0633353,-47.1381008
5884000,-23.5383214,-46.6391624
14056050,-21.2011506,-47.7851607
14816062,-21.9562015,-48.0007848
9781190,-23.7080345,-46.5506747
4168040,-23.5383214,-46.6391624
60840340,-3.8321652,-38.4918383
85816080,-24.9554996,-53.4560544
92870000,-30.2927913,-51.3018836
35900425,-19.6421804,-43.2318674
49055600,-10.9126637,-37.0780531
36406001,-20.6889291,-43.7799704
9861580,-23.7080345,-46.5506747
24415230,-22.8651033,-43.0667223
38442202,-18.6485308,-48.2140374
50760002,-8.0735968,-34.9145437
36035220,-21.7123851,-43.4077097
17201080,-22.2965624,-48.5580102
28625140,-22.2888357,-42.5358148
87502020,-23.7757293,-53.3223213
2441001,-23.4714621,-46.6416902
70830351,-15.7619797,-47.8761406
35162786,-19.4723988,-42.556232
32223430,-19.8337479,-44.0906825
9370670,-23.6818722,-46.4655555
6086090,-23.5362032,-46.7827499
86065090,-23.3112878,-51.1595023
72225370,-15.7508868,-47.9250462
67201040,-1.3791368,-48.3461294
57084068,-9.6389302,-35.7129126
72890000,-16.1000758,-47.9445014
87030200,-23.425269,-51.9382078
8674210,-23.5423995,-46.3146383
99700010,-27.6303525,-52.2749774
29018610,-20.3200917,-40.3376682
72006505,-15.7508868,-47.9250462
47800554,-12.1541252,-44.9705174
74976195,-16.8289131,-49.2443573
69096000,1.9635842,-67.7824958
86708300,-23.4060078,-51.4569965
89304000,-26.1550994,-49.8237585
64970000,-10.3197942,-44.6044437
24726295,-22.8651033,-43.0667223
53437240,-7.9340069,-34.868407
69058040,1.9635842,-67.7824958
22790280,-23.0119648,-43.4534312
60870844,-3.7304512,-38.5217989
12243630,-23.2001013,-45.8940876
63051125,-7.2261732,-39.3242228
50721080,-8.0507649,-34.9271381
59550000,-5.5383509,-35.810984
80020000,-25.4695435,-49.2495709
6278070,-23.5299744,-46.7825411
20960005,-22.8999811,-43.2450183
13208770,-23.1814232,-46.8962348
95170770,-29.2189937,-51.3405189
11701100,-24.0312815,-46.5274412
17900131,-21.4884653,-51.5325767
74843120,-16.7362544,-49.2852142
93020410,-29.7798869,-51.1512419
14402334,-20.5381768,-47.4009795
35680346,-20.0880191,-44.5789262
63046320,-7.2261732,-39.3242228
45051255,-14.8570284,-40.8544709
68900115,0.0313825,-51.061697
75620000,-17.515024,-49.4434106
14402306,-20.5381768,-47.4009795
77022414,-10.1837852,-48.3336423
30518030,-19.9227318,-43.9450948
95305000,-28.3709256,-51.6356824
3047020,-23.5383214,-46.6391624
41750240,-12.9890952,-38.4369727
78110118,-15.7087221,-56.1309731
76195000,-16.9755664,-49.7687752
52191040,-8.0012734,-34.9297134
12060610,-23.0494273,-45.5667506
24355303,-22.8661647,-43.1157974
15045340,-20.8125851,-49.3804212
7010010,-23.4675862,-46.5280989
72301700,-15.7508868,-47.9250462
58059280,-7.2095913,-34.8407411
4657001,-23.672292,-46.6685463
88330484,-26.9944808,-48.6367306
12475020,-22.7191088,-45.5656714
88900102,-28.9462824,-49.4749754
23026250,-22.9080777,-43.1790268
25900004,-22.6511655,-43.0899974
45012480,-14.8570284,-40.8544709
89010401,-26.9259704,-49.0629679
17516731,-22.2172002,-49.9500061
62420000,-3.0339874,-41.2438452
17245134,-23.6865552,-46.4512849
75261432,-16.7637069,-49.0996897
41215770,-12.9822499,-38.4812772
8726030,-23.5612313,-46.1802107
65040400,-2.5295265,-44.2963942
7122250,-23.4547216,-46.4772698
77555000,-10.759467,-48.9030431
38600504,-17.2191108,-46.8718057
81280220,-25.4944375,-49.284271
26510015,-22.8062871,-43.4309527
60040260,-3.7412726,-38.5311483
5360050,-23.5677743,-46.7440375
39402015,-16.6976459,-43.86788
77001004,-10.1837852,-48.3336423
22733010,-22.9080777,-43.1790268
17670005,-22.0705513,-50.308652
59012190,-5.8193078,-35.2126281
92200730,-29.8975405,-51.132879
69086665,1.9635842,-67.7824958
13506692,-22.2740885,-47.5540603
36204414,-21.2064969,-43.7684171
24717015,-22.8651033,-43.0667223
36884036,-21.1479997,-42.3633349
17450017,-22.2936976,-49.5516228
15503005,-20.4081996,-49.9683366
65709000,-4.0384196,-45.2376102
2543010,-23.5383214,-46.6391624
91710010,-30.0758419,-51.2008667
13660005,-21.8524815,-47.4745311
83700970,-25.5364808,-49.3615602
9401160,-23.6974472,-46.3970406
62901403,-4.9384972,-37.9742161
13230370,-23.2136484,-46.7715167
69735000,-2.052694,-60.0226007
11707120,-24.0098909,-46.4157286
36406025,-20.6610118,-43.7865984
59025002,-5.8193078,-35.2126281
82930210,-25.4533244,-49.2087946
40720700,-12.9822499,-38.4812772
89112070,-26.8930658,-48.9983057
31520390,-19.9227318,-43.9450948
36770006,-21.3118204,-42.8622128
72920430,-15.7348344,-48.2553692
88310200,-26.9475343,-48.6382287
63138000,-7.2276282,-39.3779228
8676165,-23.6630981,-46.307061
31840370,-19.9227318,-43.9450948
54759580,-7.974684,-34.9671174
91160270,-30.0324999,-51.2303767
31730743,-19.9227318,-43.9450948
39816000,-17.4095334,-41.5133548
67143450,-1.3846705,-48.4338664
59074310,-5.8193078,-35.2126281
28911070,-22.8368254,-42.030921
54340020,-8.1165339,-35.0199865
41321590,-12.9822499,-38.4812772
35500009,-20.1597921,-44.8739341
64057270,-5.0902277,-42.8129529
58300660,-7.1460643,-34.9644948
38700124,-18.5974894,-46.5233256
75830212,-17.5660707,-52.5605935
95095070,-29.1571268,-51.166906
12703030,-22.5783685,-44.9642044
88330112,-26.9985754,-48.6384966
9770380,-23.7080345,-46.5506747
2550050,-23.5083933,-46.6722248
37564000,-22.2727253,-46.1627866
76937000,-12.1113174,-64.1302106
89801412,-27.1056204,-53.399227
38440134,-18.6628429,-48.2126485
50860120,-7.5617238,-34.9952357
12929899,-22.9412195,-46.551562
88308171,-26.9475343,-48.6382287
88070400,-27.5960393,-48.5855349
3555030,-23.5383214,-46.6391624
13870140,-21.9687099,-46.7969216
35930090,-19.777257,-43.0098877
4918300,-23.5383214,-46.6391624
8451050,-23.5385743,-46.4008007
21070170,-22.9080777,-43.1790268
11760000,-24.2914388,-47.1750712
13177354,-22.8075285,-47.2205009
41315080,-12.9822499,-38.4812772
72115150,-15.7508868,-47.9250462
36225000,-21.431111,-43.966111
3986170,-23.5383214,-46.6391624
46360000,-14.4052043,-42.6158124
76820232,-8.7029077,-63.8744934
75930000,-17.9643385,-50.3397179
35930344,-19.777257,-43.0098877
4428000,-23.5383214,-46.6391624
62040610,-3.6815246,-40.3564673
29051090,-20.3200917,-40.3376682
4935050,-23.5383214,-46.6391624
6708360,-23.5948953,-46.8424845
72930000,-16.0816856,-48.5026599
61901310,-3.8617253,-38.6543596
95020472,-29.1698487,-51.1684518
54400420,-8.1165339,-35.0199865
53413350,-7.9340069,-34.868407
52021140,-7.5617238,-34.9952357
47813222,-12.1304593,-44.9719332
2306001,-23.4692098,-46.603927
41820470,-12.9881264,-38.4731602
40420510,-12.9822499,-38.4812772
98380000,-27.4826039,-53.4002767
5801110,-23.5383214,-46.6391624
48005420,-12.1637841,-38.4306738
3084020,-23.5383214,-46.6391624
25040240,-22.7814972,-43.288406
75460000,-16.3973561,-49.2265355
37410252,-21.7039347,-45.2412812
85819730,-24.9554996,-53.4560544
3677110,-23.5383214,-46.6391624
20220590,-22.9080777,-43.1790268
5786020,-23.5383214,-46.6391624
8290540,-23.5383214,-46.6391624
2012100,-23.5383214,-46.6391624
49530000,-10.5376572,-37.4358436
35650000,-19.682223,-44.890555
49010280,-10.9126637,-37.0780531
53429630,-7.8999673,-34.8374565
15025450,-20.8067664,-49.3889413
67120527,-1.3487439,-48.4290833
2513020,-23.5383214,-46.6391624
94814290,-30.0041325,-51.076177
29154190,-20.3094381,-40.3874029
5177100,-23.5383214,-46.6391624
21041020,-22.8671394,-43.248572
3982070,-23.5383214,-46.6391624
18740021,-23.5446179,-49.2440546
3103000,-23.5383214,-46.6391624
12402010,-22.9184216,-45.4515104
4158060,-23.5383214,-46.6391624
35040090,-18.8542462,-41.9374402
47810832,-12.1304593,-44.9719332
69301000,2.825716,-60.6686391
78118580,-15.7087221,-56.1309731
9111110,-23.6679324,-46.5011474
40440360,-12.9822499,-38.4812772
72305700,-15.7508868,-47.9250462
35424285,-20.3670538,-43.4241296
41100000,-12.9651913,-38.466239
17010150,-22.3218102,-49.0705863
87502390,-23.7662286,-53.3140177
78280000,-15.6748336,-58.0898222
44028288,-12.2896884,-38.9281477
65030315,-2.5295265,-44.2963942
80310330,-25.4944375,-49.284271
76872856,-9.93953,-63.014513
29125075,-20.431189,-40.3296549
13874459,-21.9687099,-46.7969216
91550000,-30.0905012,-51.1295833
61901450,-3.8617253,-38.6543596
50730000,-7.5617238,-34.9952357
66095050,-1.4407825,-48.4504149
37412092,-21.7039347,-45.2412812
36490034,-20.5326123,-43.6862773
75524680,-18.3951497,-49.2978345
22765003,-22.9080777,-43.1790268
7094000,-23.4553883,-46.540133
82030230,-25.4944375,-49.284271
2306003,-23.4580271,-46.6026219
21535080,-22.9080777,-43.1790268
84265380,-24.3673019,-50.6613519
21725010,-22.9080777,-43.1790268
8750590,-23.5542554,-46.256621
19064190,-22.0803639,-51.383875
8772000,-23.484913,-46.2857208
21331040,-22.9080777,-43.1790268
85826000,-25.2926654,-53.5697851
32676274,-19.9479071,-44.1338936
13900371,-22.7056672,-46.7528077
25520150,-22.7839756,-43.3457664
18401200,-23.9726168,-48.8724883
62500095,-3.4984422,-39.5788386
9370020,-23.6818722,-46.4655555
25223440,-22.7814972,-43.288406
26327400,-22.7330157,-43.6341281
4844660,-23.5383214,-46.6391624
63090009,-7.3121067,-39.3036427
31680430,-19.9227318,-43.9450948
26187110,-22.7044446,-43.3938041
28941108,-22.831863,-42.1297429
13300143,-23.2637798,-47.2998462
13170018,-22.8075285,-47.2205009
40470630,-12.9120697,-38.4798973
5874010,-23.5383214,-46.6391624
74965460,-16.8297766,-49.3641815
58083180,-7.1086237,-34.8706593
15872008,-21.0485616,-49.0574227
64027210,-5.0902277,-42.8129529
45208111,-13.8611251,-40.1155716
9669010,-23.6659733,-46.6102604
7713255,-23.3661206,-46.7441311
37701076,-21.8471771,-46.6787723
13084140,-22.8282006,-47.0788494
26110360,-22.7044446,-43.3938041
34710130,-19.8900372,-43.8107916
11089190,-23.9427404,-46.3728204
27215630,-22.516352,-44.1043412
54440055,-8.2014964,-34.9204019
49090150,-10.9126637,-37.0780531
9051210,-23.7672489,-46.3727555
59615230,-5.1506216,-37.3640177
3657000,-23.5294577,-46.5005368
46180000,-13.4161154,-42.1415375
61905030,-3.8617253,-38.6543596
7600514,-23.4158121,-46.6643673
8450450,-23.5383214,-46.6391624
24110460,-22.8661647,-43.1157974
3608010,-23.5383214,-46.6391624
18035590,-23.4986837,-47.4696267
55614710,-8.1116121,-35.2911156
89203054,-26.3044898,-48.8486726
30441082,-19.9227318,-43.9450948
13026010,-22.9073581,-47.046611
16015020,-21.2072039,-50.4355092
13306730,-23.2637798,-47.2998462
22720011,-22.9191558,-43.3866956
37838062,-22.0693412,-46.5707584
30431001,-19.9227318,-43.9450948
21060090,-22.9080777,-43.1790268
58400085,-7.2407038,-35.8980565
56320200,-9.4026734,-40.5548749
66833290,-1.3397922,-48.4580983
1322000,-23.5383214,-46.6391624
13064763,-22.9056391,-47.059564
53580020,-7.8968555,-34.9023816
25720112,-22.4389609,-43.13855
77560000,-11.018621,-48.5682468
3584170,-23.5383214,-46.6391624
4849503,-23.7439592,-46.6601524
30180091,-19.9227318,-43.9450948
63092212,-7.3121067,-39.3036427
7790850,-23.3108546,-46.9124378
57955000,-9.0085963,-35.2172336
74845090,-16.680882,-49.2532691
53350320,-8.0102001,-34.8777267
59120591,-5.8193078,-35.2126281
65604020,-4.8614637,-43.3573247
63100555,-7.2304159,-39.4075242
88010560,-27.5961188,-48.5481936
5264050,-23.5383214,-46.6391624
29108630,-20.3510187,-40.3147742
67140130,-1.3487439,-48.4290833
38747792,-18.9274386,-46.966795
8060110,-23.5383214,-46.6391624
47530000,-12.3182174,-42.89012
12609360,-22.753393,-45.1257109
61916370,-3.8617253,-38.6543596
75800018,-17.916215,-51.7567442
92310022,-29.9251082,-51.1804772
59603200,-5.1506216,-37.3640177
37417260,-21.7039347,-45.2412812
65080440,-2.5625779,-44.306948
37200006,-21.2685,-44.9944169
59298182,-5.7803095,-35.3134705
28943486,-22.831863,-42.1297429
30720430,-19.9196002,-43.9694151
12030200,-23.0314799,-45.5715986
74932240,-16.8020159,-49.3537439
49045210,-10.9126637,-37.0780531
22760000,-22.9080777,-43.1790268
85275000,-23.0517088,-47.8374538
26110460,-22.7044446,-43.3938041
13015311,-22.9056391,-47.059564
30330110,-19.9442898,-43.9407123
89010350,-26.9266812,-49.0639044
37447000,-21.6818896,-44.5993788
38400462,-18.8941408,-48.2622678
86082440,-23.2578341,-51.1818183
40301180,-12.9822499,-38.4812772
3477010,-23.570247,-46.5123348
59152025,-5.9563754,-35.2527397
65055365,-2.5295265,-44.2963942
13220120,-23.2070135,-46.8131989
69057087,1.9635842,-67.7824958
20561070,-22.9080777,-43.1790268
59063400,-5.8193078,-35.2126281
26291362,-22.7468496,-43.4388248
93510365,-29.6873287,-51.1270903
26285130,-22.7468496,-43.4388248
55340000,-9.1328024,-37.108852
24417580,-22.8651033,-43.0667223
75950000,-17.0479665,-50.1475485
11350000,-23.9664177,-46.3861401
41231230,-12.9822499,-38.4812772
38230000,-20.2803424,-49.1990659
58302485,-7.1458168,-34.9647416
37954062,-20.9124331,-46.9823296
5267100,-23.5383214,-46.6391624
58404222,-7.2407038,-35.8980565
49153458,-10.8929145,-37.1448871
71735506,-15.7508868,-47.9250462
24421140,-22.8651033,-43.0667223
25645522,-22.3880004,-43.1752593
1533070,-23.5383214,-46.6391624
8290010,-23.5383214,-46.6391624
65057659,-2.5295265,-44.2963942
57071820,-9.6586085,-35.71665
45208215,-13.8611251,-40.1155716
92708050,-30.1388569,-51.3141252
50741170,-8.0475066,-34.956501
32240540,-19.9387584,-44.0247048
42827466,-12.7131531,-38.3293195
64600050,-7.0791825,-41.4688222
58070540,-7.1086237,-34.8706593
22620081,-22.9080777,-43.1790268
88047655,-27.5973002,-48.5496098
41219080,-12.9822499,-38.4812772
66635894,-1.45056,-48.4682453
21715321,-22.8780469,-43.4362573
25804080,-22.1175343,-43.209434
38060310,-19.8029911,-47.9256899
65075697,-2.5295265,-44.2963942
4708010,-23.5383214,-46.6391624
22795171,-22.9080777,-43.1790268
89207550,-26.3044898,-48.8486726
37500050,-22.4251538,-45.4527555
28941326,-22.831863,-42.1297429
3960010,-23.5383214,-46.6391624
25055010,-22.7814972,-43.288406
2406030,-23.4872118,-46.6304324
2407090,-23.4837468,-46.6240821
90850280,-30.0324999,-51.2303767
35171198,-19.489011,-42.6234781
95670024,-29.3792867,-50.8792104
7024170,-23.4800868,-46.5436687
8500110,-23.5435671,-46.3668648
21031050,-22.9080777,-43.1790268
13060072,-22.9190931,-47.10287
89212600,-26.3044898,-48.8486726
28620170,-22.3192041,-42.5467328
6900250,-23.8286523,-46.8109582
30840020,-19.9227318,-43.9450948
2715000,-23.5042892,-46.6836755
5372020,-23.5383214,-46.6391624
54280490,-8.1076177,-34.9742938
9370090,-23.6818722,-46.4655555
24723850,-22.8651033,-43.0667223
59110220,-5.7536486,-35.2580982
83320570,-25.4096629,-49.1483633
44200000,-12.5500984,-38.7078459
19015150,-22.1331452,-51.382302
17060270,-22.3218102,-49.0705863
40050420,-12.9700771,-38.5029988
75256127,-16.7637069,-49.0996897
15505165,-20.4077609,-49.9769133
62320970,-4.5409747,-40.7220555
88330304,-26.9982837,-48.6259119
14802610,-21.7688461,-48.1742605
5525000,-23.5383214,-46.6391624
19023440,-22.1331452,-51.382302
91270830,-30.0324999,-51.2303767
45605624,-14.7578682,-39.4800568
9172420,-23.6895846,-46.5085892
20720350,-22.9080777,-43.1790268
60140140,-3.7374764,-38.5080618
3444000,-23.5435545,-46.5378159
7094010,-23.4625532,-46.5331854
25570393,-22.7839756,-43.3457664
3149100,-23.5742385,-46.5873698
69087669,1.9635842,-67.7824958
85853200,-25.5132123,-54.5249932
41195001,-12.9822499,-38.4812772
36050330,-21.7123851,-43.4077097
56308280,-9.4026734,-40.5548749
8220000,-23.5453241,-46.475118
20550024,-22.9080777,-43.1790268
8090070,-23.5383214,-46.6391624
60325001,-3.7334543,-38.5559268
99530000,-28.0587422,-53.0680698
53429560,-7.9340069,-34.868407
14870350,-21.2639671,-48.3533772
13911094,-22.7243995,-47.0097048
38603218,-17.2191108,-46.8718057
27963048,-22.3902639,-41.8177644
3266140,-23.5383214,-46.6391624
8295000,-23.5383214,-46.6391624
55155500,-8.3338293,-36.4176419
2879020,-23.5383214,-46.6391624
35164165,-19.4723988,-42.556232
52111005,-8.0222616,-34.8967087
4112002,-23.5383214,-46.6391624
75114225,-16.2631455,-48.9486238
63740000,-5.5335857,-40.7756202
23060450,-22.9080777,-43.1790268
50870400,-8.0982322,-34.9320009
55295090,-8.898499,-36.4945071
7033010,-23.5000605,-46.5553673
24800279,-22.7805,-42.9306
60764020,-3.8047964,-38.5846632
58031112,-7.2095913,-34.8407411
81070320,-25.4944375,-49.284271
21921610,-22.9080777,-43.1790268
8210100,-23.5383214,-46.6391624
48916426,-9.4336959,-40.5068201
79002336,-20.4494839,-54.6081159
75113200,-16.2631455,-48.9486238
8473532,-23.5383214,-46.6391624
91160360,-30.0324999,-51.2303767
55636000,-8.238271,-35.457148
75907100,-17.7921255,-50.9191219
25240280,-22.7814972,-43.288406
4157000,-23.5383214,-46.6391624
14780020,-20.578011,-48.5511342
6390050,-23.5427302,-46.8240848
41720440,-12.9822499,-38.4812772
64048185,-5.0902277,-42.8129529
9910580,-23.6824729,-46.5997506
30441008,-19.9227318,-43.9450948
91720260,-30.0324999,-51.2303767
42809843,-12.6631893,-38.3044721
21221370,-22.8399512,-43.3114295
51250090,-8.137421,-34.9302545
11630970,-23.8316822,-45.3919449
23070570,-22.9080777,-43.1790268
4302020,-23.6216539,-46.638821
90440030,-30.0275964,-51.1986563
30411180,-19.9227318,-43.9450948
7132340,-23.4316111,-46.4075899
95043180,-29.1625457,-51.1637053
4027000,-23.5981428,-46.6523912
68510370,-5.2868878,-49.0635393
74425240,-16.680882,-49.2532691
28943034,-22.831863,-42.1297429
4918160,-23.5383214,-46.6391624
42800510,-12.7131531,-38.3293195
96020152,-31.7787397,-52.354391
14405289,-20.5381768,-47.4009795
87506305,-23.7662286,-53.3140177
29150310,-20.3225019,-40.3773206
72549435,-15.7508868,-47.9250462
53405500,-7.9340069,-34.868407
4067001,-23.5383214,-46.6391624
45700000,-15.2472045,-40.246879
67125130,-1.3487439,-48.4290833
94470210,-30.056879,-51.0501753
4086020,-23.6122388,-46.6687849
3801010,-23.5383214,-46.6391624
5650010,-23.5383214,-46.6391624
63030790,-7.2427097,-39.3368691
4860140,-23.7552883,-46.7093877
13181380,-22.8075285,-47.2205009
25976016,-22.3984312,-42.9607314
41620620,-12.9425769,-38.367874
84051410,-25.0156835,-50.1390555
60421570,-3.7304512,-38.5217989
21520470,-22.9080777,-43.1790268
68181470,-4.2798646,-56.011983
22775002,-22.987136,-43.3677723
20910000,-22.9080777,-43.1790268
3223120,-23.5383214,-46.6391624
21040330,-22.9080777,-43.1790268
54320600,-8.1165339,-35.0199865
54735250,-7.9952535,-35.0386382
55036675,-8.2656279,-35.9599422
13201065,-23.1814232,-46.8962348
93320050,-29.6905705,-51.1429035
31070130,-19.9227318,-43.9450948
30150160,-19.9227318,-43.9450948
20950150,-22.9080777,-43.1790268
21715073,-22.9080777,-43.1790268
70390150,-15.7508868,-47.9250462
59508000,-5.6076125,-36.8411001
98580000,-27.7162113,-53.7050788
52160310,-7.9936483,-34.9155302
85904000,-24.6931483,-53.7539238
95995000,-28.8742547,-52.1805304
31742005,-19.9227318,-43.9450948
75250062,-16.7637069,-49.0996897
57252044,-9.7798607,-36.3575793
38730000,-18.8445022,-46.7953101
37218000,-21.163811,-44.8698501
7113001,-23.4628271,-46.5263774
35160114,-19.4954482,-42.5322192
13469575,-22.7167917,-47.2941442
70804020,-15.7964068,-47.8505012
79602011,-20.6018813,-51.6053499
2229001,-23.4775209,-46.5693542
78700040,-16.4310353,-54.6187071
13084060,-22.8312021,-47.0820403
26087390,-22.7468496,-43.4388248
23520132,-22.9080777,-43.1790268
66630315,-1.45056,-48.4682453
16400439,-21.6793198,-49.7419802
91720020,-30.0324999,-51.2303767
26530220,-22.8060269,-43.4311271
3927350,-23.600235,-46.4986193
13467100,-22.7167917,-47.2941442
65058529,-2.5295265,-44.2963942
86130000,-23.0015343,-51.1911308
40470370,-12.9822499,-38.4812772
90020008,-30.0299731,-51.2291148
21215070,-22.9080777,-43.1790268
89503009,-26.7567224,-51.0206579
6140182,-23.5299744,-46.7825411
4121002,-23.3437602,-46.9149921
94090320,-29.9328319,-51.0185233
41940020,-12.9822499,-38.4812772
8331020,-23.5383214,-46.6391624
62051172,-3.6815246,-40.3564673
86039270,-23.3171835,-51.1451609
82700290,-25.4944375,-49.284271
75850000,-16.9582544,-51.8129116
50721610,-8.0523502,-34.9349597
53439570,-7.9340069,-34.868407
58338000,-7.264034,-35.252326
25610141,-22.5086162,-43.1670556
26279015,-22.7468496,-43.4388248
37839370,-22.0693412,-46.5707584
5854090,-23.5383214,-46.6391624
86043294,-23.3112878,-51.1595023
78118900,-15.7087221,-56.1309731
66811005,-1.3054931,-48.4718885
30730500,-19.9227318,-43.9450948
72305600,-15.7508868,-47.9250462
87501040,-23.7662286,-53.3140177
14780320,-20.5723737,-48.5562406
93600440,-29.6583069,-51.1492678
90040180,-30.0382838,-51.2109586
66810100,-1.2984508,-48.4876593
32672766,-19.9320608,-44.1634468
47800067,-12.1304593,-44.9719332
4337090,-23.5383214,-46.6391624
59104290,-5.8193078,-35.2126281
77809630,-7.1902328,-48.2225334
4120020,-23.593611,-46.6337281
30350060,-19.9227318,-43.9450948
94055010,-29.9328319,-51.0185233
54730100,-7.9943167,-35.0464061
6856720,-23.7114896,-46.8426076
8120410,-23.5383214,-46.6391624
63508770,-6.376353,-39.3086121
6330120,-23.5340961,-46.8295191
14407328,-20.5381768,-47.4009795
46114220,-14.2020952,-41.6717058
58063190,-7.1086237,-34.8706593
69063510,-3.1125069,-59.9988087
3191110,-23.5665678,-46.5694862
6333100,-23.5340961,-46.8295191
12225320,-23.1867782,-45.8854538
97930000,-28.287909,-54.64027
89259000,-26.4982609,-49.0805888
11040000,-23.9761083,-46.3137212
13177423,-22.8075285,-47.2205009
53417040,-7.9403356,-34.8921646
29158506,-20.3189274,-40.4352182
37420000,-21.8761236,-45.3095297
50900560,-8.0901685,-34.9460245
54753380,-8.0135442,-34.9652941
31210525,-19.9227318,-43.9450948
38015140,-19.8029911,-47.9256899
29060770,-20.2921965,-40.2916006
20520240,-22.9080777,-43.1790268
83005400,-25.5366732,-49.1956999
3587060,-23.5576405,-46.4860412
38640000,-16.2212448,-45.9997305
89221265,-26.2831103,-48.8432122
21745230,-22.9080777,-43.1790268
13870580,-21.9687099,-46.7969216
29702712,-19.537699,-40.6329811
53635535,-7.8556278,-34.905521
13041455,-22.9056391,-47.059564
13468390,-22.7167917,-47.2941442
78005540,-15.5986686,-56.0991301
91260371,-30.0324999,-51.2303767
45208635,-13.8611251,-40.1155716
4564001,-23.5383214,-46.6391624
47802255,-12.1304593,-44.9719332
87013160,-23.425269,-51.9382078
78055638,-15.5986686,-56.0991301
55291140,-8.9074111,-36.483405
15093130,-20.8125851,-49.3804212
60356830,-3.7362358,-38.5900947
69151230,-2.6527119,-56.7559057
31710350,-19.9227318,-43.9450948
64001560,-5.0902277,-42.8129529
8473001,-23.5383214,-46.6391624
58415505,-7.2407038,-35.8980565
5822000,-23.6634676,-46.7511642
40420000,-12.9822499,-38.4812772
13030120,-22.9056391,-47.059564
30270360,-19.9227318,-43.9450948
49065370,-10.9126637,-37.0780531
97541001,-29.7888931,-55.7917641
22730140,-22.9080777,-43.1790268
4741001,-23.6502788,-46.698273
40260470,-12.9822499,-38.4812772
59600480,-5.2180344,-37.3412308
89802265,-27.1023498,-52.6205426
44095320,-12.3434902,-38.8727273
60545055,-3.7930888,-38.6017154
73801130,-15.5444966,-47.3404769
23062040,-22.9080777,-43.1790268
25660006,-22.3880004,-43.1752593
58119000,-7.1051675,-35.867966
18076141,-23.4658193,-47.4774033
98200000,-28.640919,-53.0983367
24240181,-22.8916089,-43.0998213
38414098,-18.8941408,-48.2622678
35010080,-18.8598143,-41.9461414
38401680,-18.8941408,-48.2622678
7910140,-23.2746177,-46.7165843
65911595,-5.4913986,-47.4596659
94020060,-29.9569099,-50.9712088
54330005,-8.1165339,-35.0199865
