cod_escola,nota_enem
13027638,1016.8472972972974
13027727,958.1128906250001
13027786,1009.124007936508
13027930,992.5009375
13027956,1053.9325203252033
13027972,1078.6925641025641
13028006,992.077103960396
13028057,967.5123456790124
13028073,982.8473557692307
13029860,1177.5566666666666
13029916,1222.6463567839196
13029967,1058.0423469387756
13029991,894.1272222222223
13030019,1010.8492857142857
13030027,935.2312790697674
13030159,966.6738095238095
13030221,957.2112903225807
13030248,935.1999999999999
13030272,1024.7467213114753
13030299,995.8269736842105
13030310,948.335
13030353,923.1307017543861
13030400,998.7039705882353
13030426,948.1193181818182
13030450,999.9017441860465
13030469,933.8891768292683
13030566,1152.6940384615384
13030590,1024.2625
13030604,1222.4057692307692
13030680,1014.5377551020408
13030736,964.7142405063291
13030809,827.5095238095239
13030817,880.1607142857142
13030833,1033.8075
13030884,866.154
13030892,1003.0341666666666
13030906,932.4339285714286
13030914,1064.8200000000002
13030965,906.3772727272727
13030990,961.71640625
13031007,1008.25
13031040,1117.228125
13031058,918.0656779661017
13031066,931.2448717948718
13031112,996.5744604316548
13031120,911.9259433962263
13031139,1031.3938775510203
13031147,895.6241935483871
13031163,1022.8005208333334
13031198,961.989481707317
13031457,1481.7854838709677
13031660,1102.9944444444445
13031767,1446.8489173228347
13031783,1178.0724137931034
13031791,1327.3890625
13031872,1179.3288461538461
13031899,1021.6247863247863
13032020,1481.4174242424242
13032127,1365.5466666666666
13032461,948.7385135135135
13032526,970.0088709677419
13032879,1239.5191176470587
13033611,659.65
13033620,1049.8491379310344
13035240,931.1537162162163
13035320,964.9337837837838
13035770,974.1259740259741
13037013,936.2701086956522
13037269,518.6400000000001
13037455,907.0364406779662
13037757,868.94625
13038010,942.4203703703703
13038680,808.8575000000001
13038699,894.0015625000001
13038702,889.7646551724138
13038923,931.7355263157895
13039733,928.7304347826088
13040901,863.8357142857142
13041924,1106.2923228346458
13042076,922.0606481481482
13042106,912.5396551724139
13042149,1112.6690414507773
13043765,1144.0069819819819
13043811,983.6270833333333
13043897,1035.619318181818
13044281,938.8284090909091
13045458,887.7136363636364
13045660,1025.0842105263157
13045938,978.6439393939394
13046535,809.4842391304348
13048163,1068.020608108108
13048856,908.671052631579
13049720,705.1285714285714
13049747,900.8645833333334
13050141,1037.2123239436619
13051407,987.0635638297872
13054015,971.02
13055216,1010.6487847222222
13055429,1109.9069078947368
13057600,1044.3576086956523
13059203,1007.036475409836
13059262,915.6437086092715
13059360,802.4511363636364
13059416,836.2888888888888
13059440,903.831762295082
13059467,690.4949999999999
13059530,944.005615942029
13059548,910.3834558823529
13059599,865.7137096774193
13059602,863.2489583333333
13059696,935.1784782608695
13063308,687.7041666666667
13063383,845.0316666666665
13063456,1029.6257246376813
13064207,1214.4403225806452
13064215,1202.6943181818183
13071670,956.3923076923077
13072110,895.2962121212122
13073540,1272.365909090909
13073567,896.4
13074369,947.1111607142857
13075098,723.525
13075390,1135.593
13077430,1048.0601960784313
13078054,909.10625
13078143,954.633695652174
13078259,831.85
13078615,993.9890625
13079220,1289.7875
13079638,930.948076923077
13080539,959.53828125
13080547,970.904932735426
13080563,1130.5904205607476
13080571,1002.5563186813187
13080580,927.2377192982456
13080598,1001.1561452513965
13080911,1221.1921052631578
13081268,783.1451086956522
13081365,1264.9064516129033
13081810,761.75
13082175,920.8339743589743
13082183,957.4848571428571
13082701,876.2185185185185
13083295,955.7581896551724
13083309,935.0309322033897
13083694,922.3430555555556
13083708,789.75
13083724,944.1995614035088
13083732,1008.6701754385965
13084232,987.9546130952381
13084402,969.6665598290599
13084410,907.3108796296297
13084445,982.3456790123457
13084461,1002.6450819672131
13084500,1206.019
13084860,1030.3103305785123
13087266,1047.0645833333333
13087835,980.0191239316239
13087843,955.054381443299
13090100,1101.2097222222224
13090186,1131.0083333333332
13090232,949.5612704918033
13090259,936.7997093023255
13090267,914.2787037037037
13090410,1014.6909793814433
13092197,1269.3256198347108
13092308,1223.5173913043477
13093070,1267.375
13093126,1266.85
13093177,900.7623456790122
13093185,705.2181818181818
13094491,957.365625
13095234,764.5683333333334
13095722,977.5140449438202
13096435,891.875
13096583,924.8894886363637
13096591,995.3134615384615
13096613,873.951724137931
13096630,935.1505555555556
13096648,783.82125
13096672,698.975
13096680,733.3425
13096699,750.5958333333333
13098284,1237.8137096774194
13098497,1148.732142857143
13098519,1129.083783783784
13099884,1092.9564102564102
13099892,902.2455223880597
13099981,1468.1144736842107
13100629,1073.1295454545455
13101030,1017.776923076923
13101048,875.5936813186813
13101137,1140.2626811594203
13101145,1126.5775
13101153,1137.8446721311475
13101170,1136.7454225352112
13101579,825.484375
13101730,1048.0833333333335
13102192,1514.7217391304348
13102206,907.4027027027028
13102230,843.88
13102249,825.9666666666667
13102273,703.5291666666667
13102290,900.5166666666667
13102320,1006.9704268292683
13102478,1213.407
13102605,1141.4342465753425
13103148,888.5899999999999
13103245,413.0678571428571
13103377,1171.4059925093634
13103385,1144.9585329341317
13103393,1075.56015625
13103415,1106.6936170212766
13103423,938.9525423728813
13103431,702.4833333333333
13103440,963.8568181818181
13103466,962.6026785714286
13104381,980.9713235294118
13104390,912.3461009174312
13104411,1020.9794776119403
13104420,1001.8091346153847
13104586,1142.286111111111
13105310,927.9053571428572
13105329,956.6415322580644
13105337,1074.3431818181818
13105515,1037.851401869159
13105833,876.3784810126583
13106341,938.349677419355
13106350,1004.3792857142857
13106368,935.8612676056339
13106376,934.6742957746478
13106384,881.3875
13106619,1065.4573529411764
13107100,904.4081521739131
13107119,986.557191780822
13107380,1272.446875
13107453,1056.041755319149
13107780,1009.7970108695652
13107950,1042.799456521739
13107976,1009.9055785123967
13108484,901.9409090909091
13108492,916.5544444444444
13108727,1323.3670454545454
13108921,1144.4218253968252
13108948,963.9242788461538
13108956,748.4057692307692
13116401,1179.2908415841584
13125001,935.0550000000001
13132237,1153.2916666666665
13168207,1444.9719101123596
13219227,700.7763157894738
13220217,822.6833333333334
13220225,734.4444444444443
13220233,845.4265625
13220241,923.335
13220268,1079.07
13220306,927.609375
13221205,836.4027777777778
13222201,836.36875
13222228,718.911875
13223224,790.2333333333333
13223240,693.278125
13223259,598.5375
13223275,756.4588235294118
13223283,909.46
13223291,832.6770833333334
13223305,748.3751225490196
13223348,768.1479166666667
13231200,470.3942307692308
13232207,716.5666666666667
13232215,842.8743506493506
13234218,728.9768518518518
13240200,656.2578125
13245201,932.3655405405405
13246208,1150.5390127388537
13252208,717.10078125
13254200,832.567
13258206,877.52109375
13260200,859.8187499999999
13260219,828.4625000000001
13264206,753.7096153846155
13265270,802.2750000000001
13270214,674.955
13270230,776.1681818181819
13304224,1279.5471621621623
13304259,968.5053571428572
13304267,861.7979166666667
13304275,994.6259090909091
13304283,804.9842105263158
13304313,1052.3049999999998
13304330,913.5007575757576
13304348,1023.2977272727272
13313215,1020.9682352941176
13313231,1201.492
13314211,1022.546568627451
13321234,1146.0500000000002
13322230,1178.323734177215
13322249,1130.7704268292682
13323237,1132.7784810126582
13324233,1041.0863636363638
14000016,1075.0651785714285
14000210,985.235
14000474,1219.3896551724138
14000482,1056.5805555555555
14000490,1016.8705275229358
14000512,987.8594178082192
14000520,1044.219090909091
14000539,1045.55390625
14000547,1088.49453125
14000555,922.6555555555556
14000580,844.977
14000652,808.4636363636364
14000776,1024.7042857142858
14000792,1337.6717741935486
14000814,1406.125
14000997,1073.6559523809524
14001020,865.4357142857143
14001055,1288.4833333333333
14001071,975.7504310344827
14001080,1177.3512195121953
14001110,904.53125
14001152,1046.5219827586207
14001187,1052.0921875
14001209,1090.1473926380368
14001535,961.3742957746479
14001640,1079.3922872340427
14001870,1148.4375
14001888,1063.0387500000002
14002558,1062.02
14002701,1073.1291666666666
14002710,1017.6895833333333
14002744,843.9555555555555
14002990,896.1388888888889
14003180,1073.47
14003678,998.0886363636363
14003724,1011.6371951219512
14003856,894.7739583333334
14003899,975.3116666666667
14004186,911.2318181818182
14004267,983.1104166666667
14004844,960.5939655172414
14005093,1011.3119318181818
14005794,914.0857142857143
14005824,1089.8568181818182
14005875,1043.74921875
14005930,993.7758928571429
14006111,1213.508653846154
14006162,661.07
14006200,957.2118644067797
14006227,1143.196195652174
14006260,1198.7694444444444
14006740,1261.2302325581395
14006871,1377.901098901099
14007274,1205.3015625
14007835,1126.2971238938053
14008017,1104.947972972973
14320525,919.336231884058
14320568,968.2035714285714
14321050,1039.9778125
14321459,1003.1852941176471
14321653,889.8653846153848
14322188,1003.6398648648649
14322382,961.8777027027027
14322641,964.7642857142857
14322765,963.3026595744681
14322773,1049.3691780821919
14323931,1010.6277777777779
14324016,901.8475
14324067,1226.5525862068966
14324636,1287.3909090909092
14342600,1124.9087837837837
15000010,777.4125
15000036,971.2490506329113
15000265,876.3456521739131
15000281,1030.0953980099503
15001504,1021.5744252873563
15002853,1008.8708955223881
15004716,1240.4027777777778
15004783,1031.1219262295083
15005100,985.1301829268293
15005186,973.9840163934426
15007324,1108.253623188406
15007375,981.9554945054945
15009432,920.9548177083334
15011020,1230.4099999999999
15011070,1414.25975
15011097,1395.3814814814814
15011259,1074.9623737373736
15011275,1242.5067028985507
15011330,997.5396341463414
15011356,1050.8752066115703
15011372,1135.0021523178807
15011380,984.5188524590164
15011410,906.8515625
15011437,984.9067164179104
15011526,1007.7795454545454
15011534,1045.2507936507936
15011542,1103.6181034482759
15011550,958.65
15011577,1042.6103305785123
15011585,998.4429824561404
15011607,1103.4554347826088
15011615,929.5439393939394
15011623,1053.6310416666668
15011658,937.0669642857142
15011666,1031.4614583333332
15011674,938.0634615384615
15011690,977.8111111111111
15011704,995.1585106382979
15011739,1155.7369718309858
15015270,1301.451754385965
15015564,861.325
15015785,1051.6014880952382
15016668,1053.3936666666666
15016722,951.799193548387
15017621,1111.518859649123
15017893,920.3669421487602
15018644,1004.4837686567165
15019403,1022.7290697674418
15020282,975.3395695364238
15021564,987.6792338709677
15022617,996.6979166666666
15024237,948.807421875
15024792,977.3658450704226
15026680,1114.1591145833333
15027635,1000.0358433734939
15028526,890.0330357142857
15028577,1134.136111111111
15028593,952.2516129032258
15029220,962.1458333333334
15031837,967.2821759259259
15032744,869.1344827586206
15033392,801.7136363636363
15033406,905.8408333333334
15033651,1019.3477611940298
15033724,1003.4291666666666
15033813,1167.230985915493
15033864,1046.6358208955223
15034046,831.1383928571429
15034054,1046.7258333333334
15034143,1021.4488636363636
15034186,1093.1696202531646
15034372,975.5779069767441
15034399,1054.0421171171172
15034410,935.675
15034429,1005.5100993377482
15034445,1023.9944444444444
15034453,1146.6185714285714
15034488,1021.671911764706
15034496,1078.169396551724
15034500,1070.9164285714287
15034569,1058.3434523809524
15034607,986.0435897435898
15034631,1018.3883333333333
15034640,1111.4157317073173
15034674,989.9024999999999
15034739,1017.0717741935484
15034747,1048.5066666666667
15034755,901.273275862069
15034763,989.3678571428572
15034771,997.1190476190476
15034780,1091.6348314606741
15034836,1055.040625
15034844,979.0365999999999
15034909,1122.8436842105264
15035557,965.3161111111111
15035581,1088.8939781021897
15035662,1096.2969951923078
15035735,988.3218181818181
15035867,1040.4739473684212
15035891,1014.073263888889
15035921,1054.611971830986
15035956,982.125
15035964,1024.9852459016392
15037070,1116.7855421686747
15037215,1050.972967479675
15037614,1429.6631944444443
15037622,1380.878846153846
15037665,973.0363636363636
15037991,934.6861111111111
15038378,1138.4540960451977
15038424,1470.5581481481481
15038432,1318.7434210526317
15038483,1443.3309782608694
15038491,1480.894117647059
15038505,1032.2979310344826
15038513,1438.8026639344262
15038521,1295.7205882352941
15038688,1227.6789256198347
15038700,1225.2424342105264
15038769,1035.6136363636365
15039153,1440.3121268656716
15039234,1026.1636363636364
15039480,1061.1136363636365
15039528,900.4057142857143
15039552,866.5250000000001
15039587,956.8227272727272
15039609,1109.25
15039625,1039.8152777777777
15039633,937.1530303030304
15039641,1086.5766393442623
15039650,1099.739903846154
15039668,733.6559523809524
15039676,1023.9240291262137
15039684,974.80625
15039706,983.8160256410257
15039714,1211.079104477612
15039757,1097.1041666666665
15039773,804.2777777777777
15039803,1021.2795138888889
15039919,1045.9576923076922
15039927,929.8392857142858
15039935,958.6894736842105
15039951,973.2056451612904
15040003,844.4633928571428
15040011,1125.581506849315
15040054,1154.56
15040143,943.5208333333333
15040186,954.3275
15040208,926.525
15040267,1172.306935483871
15040291,988.2142857142858
15040305,1005.8310064935065
15040313,916.3891025641026
15040348,1148.027985074627
15040356,880.8
15040364,1074.2057840616967
15040380,1140.0843750000001
15040402,1013.5631578947368
15040429,1075.8842857142856
15040437,857.25
15040461,1034.7655555555555
15040470,977.1941176470588
15040526,1135.4130434782608
15040534,969.4032258064516
15040569,1113.8429054054054
15041387,1112.9347633136094
15041450,1070.0746
15041670,1245.1285714285714
15041794,1077.8987179487178
15042324,942.192117117117
15042529,958.6961538461537
15042537,874.5958333333333
15042570,758.645
15042626,996.789224137931
15042650,1000.9929487179487
15042677,976.0213541666667
15042782,933.8823369565218
15042804,1034.5140000000001
15042820,1057.5897619047619
15042855,997.8441666666666
15042863,980.011224489796
15042880,915.5857142857142
15042898,1026.2579545454546
15042928,1005.7732876712329
15042936,951.9561403508771
15042944,1048.947641509434
15042952,1100.0321428571428
15043304,981.8946078431372
15043320,974.5946808510639
15043517,985.7349999999999
15043525,941.1953125
15043568,1026.426125
15043630,1139.1860236220473
15043690,1081.3256048387098
15043720,1001.8305397727272
15043789,1134.3061197916668
15043967,1037.9495967741937
15043983,921.2510638297872
15044114,998.1718468468468
15044122,892.3236842105263
15044327,980.4983490566037
15045374,1155.588947368421
15045455,1402.7229166666666
15045463,1021.7524193548387
15045471,1108.8143678160918
15045480,1067.6
15045498,1102.7926923076923
15045552,1062.3346153846153
15045560,1107.6303664921465
15045587,1028.3625
15045650,1093.699007936508
15045668,957.4559859154929
15046567,945.7684210526315
15047040,1049.886888111888
15047318,1352.5131578947369
15047423,1008.6841836734694
15047849,962.5879213483147
15048462,1073.625
15048470,1000.3044117647058
15048500,737.5875000000001
15048560,940.3529411764706
15048888,943.1051886792453
15048993,922.3704545454545
15049043,883.5256097560975
15049051,1026.5597826086955
15049396,968.1679487179488
15049809,934.5139534883722
15050149,972.7274038461538
15051552,902.7282710280374
15052150,996.6558270676692
15052168,1079.3418674698796
15052192,1047.0892857142858
15052222,996.6353333333333
15052737,965.2186274509804
15052761,987.4806451612903
15053440,938.8560810810811
15053482,994.2652777777778
15054373,915.5944444444444
15054381,956.4939732142857
15054420,1094.3720085470086
15054870,991.9795454545454
15054900,1011.1493421052633
15055582,938.2708333333334
15055906,948.7578571428571
15056007,1020.4483333333334
15056783,1116.6136904761904
15056791,806.7671875000001
15056813,980.1724431818182
15056929,902.8802631578947
15057127,1030.0616666666665
15057135,957.1853333333333
15057194,1007.6972972972973
15057224,804.34375
15057259,909.2083333333333
15057267,1088.759090909091
15057283,983.7110294117647
15057291,941.51625
15057305,995.7347727272727
15058786,909.5183333333334
15058794,1310.3245283018869
15059260,982.3248287671232
15059570,1386.93125
15059588,1082.0317857142857
15059634,961.404
15059642,1070.8363636363638
15059650,987.9266666666666
15059677,1106.6158653846155
15059731,1020.7234848484849
15060306,945.6971153846154
15060438,1067.3632352941177
15060608,973.3909090909092
15060659,1061.6422727272727
15060721,911.4717391304348
15060730,997.6089285714286
15061159,965.7766666666666
15061310,1093.6193548387098
15061876,1026.659375
15062201,946.478350515464
15062503,877.9322916666667
15062520,834.0333333333333
15062767,1065.2595000000001
15062821,910.1636363636363
15062856,1088.0254807692309
15063615,1055.239351851852
15063879,1044.1610759493672
15064280,1161.63
15064360,1038.7095394736841
15064417,951.33375
15064450,961.6262135922331
15064514,1048.7668918918919
15064646,899.7828125
15064654,961.0510869565218
15064905,1008.3254807692308
15065006,939.7857142857142
15066886,1434.9464285714284
15067157,931.0437499999999
15067564,1046.3310294117646
15068234,1039.3642441860466
15068390,1006.1422566371682
15068439,1108.8331775700935
15070980,1039.6857142857143
15075109,1039.493918918919
15076580,1001.6806944444444
15081044,1076.447463768116
15081052,956.1861607142857
15084434,994.7926056338029
15084620,1249.725
15085490,1070.517857142857
15085520,1025.0513586956522
15087042,1114.3077922077923
15087077,872.1016129032258
15088154,1063.7196428571428
15088375,1074.6396666666667
15088383,1090.7682835820897
15088464,987.4960526315789
15089428,1032.2018518518519
15089452,988.3227272727273
15090930,1053.842268041237
15091147,714.8625
15091171,983.5805555555555
15092542,1051.6867149758455
15093158,1022.3588709677418
15093581,940.2943548387098
15093654,894.4080882352941
15094065,1022.5260162601627
15094588,1080.262380952381
15094596,907.876821192053
15095916,1033.9103951890033
15096009,1129.04875
15096190,1258.8836538461537
15096700,1120.0261194029852
15096734,1282.3104838709678
15096831,1440.3821428571428
15097129,1049.791504854369
15097145,991.1155720338983
15097250,1335.943103448276
15097307,1001.4670731707317
15097811,1296.025
15097846,1161.5434426229508
15098150,1083.0982558139535
15099342,986.751923076923
15099881,949.9
15101029,853.8933333333334
15101681,1091.775625
15102254,988.2661290322579
15102696,1057.3474206349206
15103080,1464.83125
15104893,1055.627027027027
15104907,1093.8842065868264
15105016,990.1828740157481
15105121,900.6056034482758
15106101,1057.5126984126985
15106250,1047.524423076923
15107000,1433.04375
15107035,1105.7396551724137
15107582,998.6378378378378
15108023,1201.2600694444445
15109194,971.9317460317461
15109879,1000.3169708029196
15111741,969.2318791946309
15111822,1000.0681818181818
15111938,785.9000000000001
15113388,993.3707386363636
15114015,1257.8904761904762
15114686,968.9054245283019
15115704,1014.6744318181818
15116220,992.384
15116395,1087.8745967741936
15116980,1048.48490990991
15117014,1172.5089285714284
15117456,1005.1574137931034
15118100,1230.1253703703705
15118932,1419.0
15118967,1213.875
15118991,1092.4416666666666
15119777,1127.626536312849
15120902,1023.3853603603604
15121020,1191.023125
15121607,1031.1668316831683
15123618,1051.4239130434783
15124347,967.8107142857143
15124770,963.0689655172414
15125351,1101.0614661654135
15125424,1089.75
15125432,1103.0651785714285
15125440,1122.2803846153847
