iter	Passed	Remaining
3303	39248	8267
3304	39261	8256
3305	39273	8244
3306	39285	8232
3307	39296	8220
3308	39310	8209
3309	39321	8196
3310	39334	8185
3311	39346	8173
3312	39357	8161
3313	39368	8149
3314	39380	8137
3315	39392	8125
3316	39404	8113
3317	39416	8101
3318	39427	8089
3319	39438	8077
3320	39451	8066
3321	39462	8054
3322	39474	8042
3323	39486	8030
3324	39498	8018
3325	39510	8006
3326	39522	7994
3327	39533	7982
3328	39545	7970
3329	39556	7958
3330	39568	7946
3331	39580	7935
3332	39592	7923
3333	39603	7911
3334	39616	7899
3335	39627	7887
3336	39638	7875
3337	39648	7863
3338	39660	7851
3339	39671	7839
3340	39683	7827
3341	39695	7815
3342	39707	7803
3343	39719	7791
3344	39734	7780
3345	39747	7768
3346	39761	7757
3347	39776	7746
3348	39788	7734
3349	39801	7722
3350	39814	7711
3351	39833	7700
3352	39849	7689
3353	39863	7677
3354	39876	7666
3355	39888	7654
3356	39899	7642
3357	39911	7630
3358	39924	7618
3359	39935	7606
3360	39948	7594
3361	39958	7582
3362	39970	7570
3363	39981	7558
3364	39993	7547
3365	40004	7535
3366	40015	7523
3367	40027	7511
3368	40039	7499
3369	40050	7487
3370	40062	7475
3371	40073	7463
3372	40085	7451
3373	40097	7439
3374	40110	7427
3375	40121	7415
3376	40133	7403
3377	40145	7392
3378	40157	7380
3379	40168	7368
3380	40180	7356
3381	40191	7344
3382	40204	7332
3383	40216	7320
3384	40228	7308
3385	40241	7297
3386	40253	7285
3387	40264	7273
3388	40276	7261
3389	40287	7249
3390	40299	7237
3391	40310	7225
3392	40321	7213
3393	40335	7201
3394	40347	7189
3395	40359	7178
3396	40371	7166
3397	40382	7154
3398	40394	7142
3399	40405	7130
3400	40416	7118
3401	40427	7106
3402	40440	7094
3403	40452	7082
3404	40464	7070
3405	40474	7058
3406	40485	7046
3407	40497	7034
3408	40509	7022
3409	40520	7010
3410	40532	6998
3411	40543	6986
3412	40555	6975
3413	40566	6963
3414	40579	6951
3415	40590	6939
3416	40603	6927
3417	40615	6915
3418	40627	6903
3419	40641	6892
3420	40653	6880
3421	40666	6868
3422	40678	6857
3423	40690	6845
3424	40702	6833
3425	40714	6821
3426	40725	6809
3427	40737	6797
3428	40749	6785
3429	40761	6773
3430	40773	6761
3431	40785	6750
3432	40797	6738
3433	40808	6726
3434	40819	6714
3435	40831	6702
3436	40843	6690
3437	40854	6678
3438	40866	6666
3439	40877	6654
3440	40889	6642
3441	40901	6630
3442	40914	6618
3443	40925	6606
3444	40936	6595
3445	40948	6583
3446	40959	6571
3447	40970	6559
3448	40983	6547
3449	40995	6535
3450	41007	6523
3451	41018	6511
3452	41031	6499
3453	41042	6487
3454	41054	6475
3455	41065	6464
3456	41078	6452
3457	41089	6440
3458	41100	6428
3459	41112	6416
3460	41123	6404
3461	41135	6392
3462	41145	6380
3463	41157	6368
3464	41169	6356
3465	41180	6344
3466	41193	6332
3467	41204	6320
3468	41216	6308
3469	41230	6297
3470	41244	6285
3471	41255	6273
3472	41268	6262
3473	41279	6250
3474	41293	6238
3475	41305	6226
3476	41316	6214
3477	41328	6202
3478	41339	6190
3479	41350	6178
3480	41362	6167
3481	41374	6155
3482	41386	6143
3483	41397	6131
3484	41409	6119
3485	41418	6107
3486	41430	6095
3487	41442	6083
3488	41455	6071
3489	41466	6059
3490	41477	6047
3491	41489	6035
3492	41501	6023
3493	41513	6011
3494	41524	5999
3495	41536	5988
3496	41549	5976
3497	41560	5964
3498	41573	5952
3499	41585	5940
3500	41596	5928
3501	41607	5916
3502	41619	5904
3503	41632	5893
3504	41645	5881
3505	41657	5869
3506	41669	5857
3507	41680	5845
3508	41692	5833
3509	41702	5821
3510	41714	5809
3511	41726	5797
3512	41737	5786
3513	41749	5774
3514	41760	5762
3515	41774	5750
3516	41786	5738
3517	41797	5726
3518	41809	5714
3519	41820	5702
3520	41832	5690
3521	41843	5678
3522	41856	5667
3523	41867	5655
3524	41878	5643
3525	41890	5631
3526	41902	5619
3527	41913	5607
3528	41926	5595
3529	41937	5583
3530	41949	5571
3531	41960	5559
3532	41971	5547
3533	41983	5535
3534	41993	5523
3535	42006	5512
3536	42018	5500
3537	42029	5488
3538	42042	5476
3539	42054	5464
3540	42067	5452
3541	42080	5441
3542	42091	5429
3543	42103	5417
3544	42116	5405
3545	42128	5393
3546	42143	5382
3547	42157	5370
3548	42171	5359
3549	42183	5347
3550	42195	5335
3551	42209	5323
3552	42222	5311
3553	42234	5300
3554	42247	5288
3555	42259	5276
3556	42269	5264
3557	42281	5252
3558	42294	5240
3559	42305	5228
3560	42318	5217
3561	42330	5205
3562	42343	5193
3563	42355	5181
3564	42367	5169
3565	42379	5157
3566	42390	5145
3567	42403	5134
3568	42416	5122
3569	42428	5110
3570	42441	5098
3571	42454	5086
3572	42466	5075
3573	42479	5063
3574	42491	5051
3575	42502	5039
3576	42515	5027
3577	42527	5015
3578	42539	5003
3579	42551	4992
3580	42562	4980
3581	42574	4968
3582	42588	4956
3583	42599	4944
3584	42611	4932
3585	42623	4920
3586	42636	4909
3587	42649	4897
3588	42660	4885
3589	42673	4873
3590	42685	4861
3591	42698	4849
3592	42710	4838
3593	42722	4826
3594	42734	4814
3595	42745	4802
3596	42758	4790
3597	42770	4778
3598	42782	4766
3599	42795	4755
3600	42807	4743
3601	42819	4731
3602	42831	4719
3603	42842	4707
3604	42854	4695
3605	42867	4683
3606	42879	4671
3607	42890	4659
3608	42902	4648
3609	42915	4636
3610	42927	4624
3611	42936	4612
3612	42949	4600
3613	42961	4588
3614	42972	4576
3615	42984	4564
3616	42997	4552
3617	43010	4541
3618	43025	4529
3619	43039	4517
3620	43053	4506
3621	43065	4494
3622	43079	4482
3623	43090	4470
3624	43103	4458
3625	43116	4447
3626	43128	4435
3627	43140	4423
3628	43153	4411
3629	43166	4399
3630	43177	4387
3631	43191	4376
3632	43205	4364
3633	43217	4352
3634	43231	4341
3635	43244	4329
3636	43257	4317
3637	43269	4305
3638	43281	4293
3639	43292	4281
3640	43306	4269
3641	43318	4258
3642	43332	4246
3643	43345	4234
3644	43358	4222
3645	43370	4210
3646	43382	4199
3647	43395	4187
3648	43406	4175
3649	43418	4163
3650	43430	4151
3651	43442	4139
3652	43454	4127
3653	43465	4115
3654	43477	4103
3655	43489	4091
3656	43501	4080
3657	43513	4068
3658	43525	4056
3659	43537	4044
3660	43551	4032
3661	43563	4020
3662	43575	4009
3663	43587	3997
3664	43600	3985
3665	43612	3973
3666	43625	3961
3667	43638	3949
3668	43648	3937
3669	43660	3925
3670	43671	3913
3671	43684	3902
3672	43696	3890
3673	43707	3878
3674	43720	3866
3675	43732	3854
3676	43745	3842
3677	43756	3830
3678	43768	3818
3679	43780	3807
3680	43793	3795
3681	43805	3783
3682	43814	3771
3683	43825	3759
3684	43838	3747
3685	43850	3735
3686	43862	3723
3687	43876	3711
3688	43888	3700
3689	43900	3688
3690	43915	3676
3691	43927	3664
3692	43939	3652
3693	43951	3640
3694	43963	3628
3695	43975	3617
3696	43986	3605
3697	43999	3593
3698	44012	3581
3699	44024	3569
3700	44036	3557
3701	44048	3545
3702	44061	3533
3703	44073	3522
3704	44087	3510
3705	44099	3498
3706	44112	3486
3707	44124	3474
3708	44138	3463
3709	44152	3451
3710	44164	3439
3711	44176	3427
3712	44190	3415
3713	44202	3403
3714	44213	3391
3715	44225	3380
3716	44238	3368
3717	44251	3356
3718	44264	3344
3719	44275	3332
3720	44288	3320
3721	44300	3308
3722	44312	3296
3723	44327	3285
3724	44340	3273
3725	44350	3261
3726	44362	3249
3727	44374	3237
3728	44387	3225
3729	44399	3213
3730	44412	3202
3731	44425	3190
3732	44436	3178
3733	44449	3166
3734	44461	3154
3735	44473	3142
3736	44485	3130
3737	44497	3118
3738	44510	3107
3739	44522	3095
3740	44535	3083
3741	44546	3071
3742	44558	3059
3743	44569	3047
3744	44581	3035
3745	44594	3023
3746	44607	3011
3747	44619	3000
3748	44632	2988
3749	44644	2976
3750	44655	2964
3751	44667	2952
3752	44679	2940
3753	44690	2928
3754	44703	2916
3755	44717	2904
3756	44730	2893
3757	44741	2881
3758	44754	2869
3759	44766	2857
3760	44779	2845
3761	44790	2833
3762	44805	2821
3763	44819	2810
3764	44833	2798
3765	44844	2786
3766	44856	2774
3767	44869	2762
3768	44881	2750
3769	44893	2738
3770	44905	2726
3771	44917	2715
3772	44930	2703
3773	44942	2691
3774	44954	2679
3775	44966	2667
3776	44979	2655
3777	44991	2643
3778	45004	2631
3779	45017	2620
3780	45030	2608
3781	45042	2596
3782	45054	2584
3783	45069	2572
3784	45081	2560
3785	45093	2548
3786	45107	2537
3787	45119	2525
3788	45132	2513
3789	45143	2501
3790	45156	2489
3791	45169	2477
3792	45181	2465
3793	45193	2453
3794	45205	2441
3795	45217	2430
3796	45229	2418
3797	45240	2406
3798	45252	2394
3799	45266	2382
3800	45278	2370
3801	45290	2358
3802	45302	2346
3803	45315	2334
3804	45327	2322
3805	45338	2311
3806	45350	2299
3807	45360	2287
3808	45373	2275
3809	45385	2263
3810	45398	2251
3811	45410	2239
3812	45423	2227
3813	45437	2215
3814	45450	2204
3815	45462	2192
3816	45472	2180
3817	45484	2168
3818	45499	2156
3819	45510	2144
3820	45524	2132
3821	45538	2120
3822	45551	2108
3823	45564	2097
3824	45576	2085
3825	45590	2073
3826	45602	2061
3827	45615	2049
3828	45627	2037
3829	45639	2025
3830	45652	2013
3831	45665	2002
3832	45679	1990
3833	45691	1978
3834	45704	1966
3835	45715	1954
3836	45728	1942
3837	45740	1930
3838	45752	1918
3839	45765	1906
3840	45778	1895
3841	45790	1883
3842	45803	1871
3843	45816	1859
3844	45828	1847
3845	45842	1835
3846	45854	1823
3847	45866	1811
3848	45878	1799
3849	45891	1787
3850	45905	1776
3851	45917	1764
3852	45931	1752
3853	45943	1740
3854	45954	1728
3855	45967	1716
3856	45979	1704
3857	45992	1692
3858	46004	1680
3859	46017	1669
3860	46028	1657
3861	46041	1645
3862	46055	1633
3863	46066	1621
3864	46077	1609
3865	46088	1597
3866	46101	1585
3867	46113	1573
3868	46125	1561
3869	46136	1549
3870	46148	1537
3871	46161	1525
3872	46174	1514
3873	46186	1502
3874	46198	1490
3875	46211	1478
3876	46224	1466
3877	46236	1454
3878	46250	1442
3879	46265	1430
3880	46277	1418
3881	46289	1407
3882	46303	1395
3883	46316	1383
3884	46329	1371
3885	46341	1359
3886	46354	1347
3887	46364	1335
3888	46377	1323
3889	46389	1311
3890	46401	1299
3891	46412	1287
3892	46426	1276
3893	46438	1264
3894	46451	1252
3895	46463	1240
3896	46475	1228
3897	46490	1216
3898	46503	1204
3899	46514	1192
3900	46526	1180
3901	46537	1168
3902	46550	1156
3903	46563	1144
3904	46576	1133
3905	46588	1121
3906	46600	1109
3907	46612	1097
3908	46624	1085
3909	46637	1073
3910	46648	1061
3911	46661	1049
3912	46672	1037
3913	46684	1025
3914	46697	1013
3915	46707	1001
3916	46720	989
3917	46730	978
3918	46742	966
3919	46755	954
3920	46767	942
3921	46780	930
3922	46793	918
3923	46805	906
3924	46817	894
3925	46828	882
3926	46843	870
3927	46857	858
3928	46870	846
3929	46885	835
3930	46897	823
3931	46910	811
3932	46922	799
3933	46934	787
3934	46946	775
3935	46959	763
3936	46970	751
3937	46982	739
3938	46994	727
3939	47006	715
3940	47017	703
3941	47030	691
3942	47043	680
3943	47056	668
3944	47068	656
3945	47081	644
3946	47093	632
3947	47105	620
3948	47117	608
3949	47130	596
3950	47141	584
3951	47151	572
3952	47162	560
3953	47176	548
3954	47189	536
3955	47200	524
3956	47213	513
3957	47226	501
3958	47237	489
3959	47250	477
3960	47261	465
3961	47273	453
3962	47285	441
3963	47297	429
3964	47309	417
3965	47319	405
3966	47332	393
3967	47343	381
3968	47355	369
3969	47365	357
3970	47377	345
3971	47389	334
3972	47400	322
3973	47412	310
3974	47425	298
3975	47441	286
3976	47461	274
3977	47476	262
3978	47488	250
3979	47499	238
3980	47511	226
3981	47523	214
3982	47536	202
3983	47550	190
3984	47562	179
3985	47573	167
3986	47584	155
3987	47596	143
3988	47608	131
3989	47619	119
3990	47631	107
3991	47641	95
3992	47654	83
3993	47667	71
3994	47680	59
3995	47692	47
3996	47704	35
3997	47716	23
3998	47727	11
3999	47739	0
