iter	Logloss
0	0.601769173
1	0.5239797331
2	0.4596750861
3	0.4053053138
4	0.3572555965
5	0.3180771838
6	0.2833385031
7	0.2519037515
8	0.2262535002
9	0.2056799937
10	0.1860615791
11	0.170052788
12	0.1562854309
13	0.1450245457
14	0.1349307946
15	0.1269455642
16	0.119670616
17	0.1126892626
18	0.1074741131
19	0.1024393538
20	0.09827216472
21	0.09460620036
22	0.09107968828
23	0.08815635835
24	0.08570799548
25	0.08346097626
26	0.08150574804
27	0.07965795311
28	0.07800986476
29	0.07647693127
30	0.07512167321
31	0.07396515422
32	0.07274228103
33	0.07178342075
34	0.07099936908
35	0.07033816538
36	0.06955482943
37	0.06880229673
38	0.06821528166
39	0.06762714351
40	0.06717919887
41	0.06669522395
42	0.06631449958
43	0.06584895229
44	0.06532256419
45	0.06493800518
46	0.06457954403
47	0.06430136296
48	0.0640479611
49	0.0638086785
50	0.06354723774
51	0.06321919455
52	0.06301919376
53	0.06284223801
54	0.06266901271
55	0.06248133267
56	0.06228324383
57	0.06218725358
58	0.06203527223
59	0.06191467585
60	0.06186854038
61	0.06172580611
62	0.06165605553
63	0.0615483753
64	0.06145205754
65	0.06136066923
66	0.06118908523
67	0.06116957312
68	0.06109074317
69	0.06102217515
70	0.06091048733
71	0.06085312488
72	0.06070827225
73	0.06065352442
74	0.06058268299
75	0.06055467317
76	0.06040452422
77	0.06031482656
78	0.06025286986
79	0.06009423269
80	0.05998938581
81	0.05991039191
82	0.05979360565
83	0.05967637402
84	0.05959900372
85	0.05954118964
86	0.05950821122
87	0.05941246202
88	0.05936458775
89	0.05932132696
90	0.05925173992
91	0.05923289373
92	0.05914928502
93	0.05908415354
94	0.05899215992
95	0.05892145882
96	0.0588954442
97	0.05876898061
98	0.05875677598
99	0.05868889668
100	0.0586357546
101	0.05859000157
102	0.05856239637
103	0.05852065169
104	0.05847412712
105	0.05838967008
106	0.0582885724
107	0.05822358658
108	0.0581633014
109	0.05811199753
110	0.05803133482
111	0.05801971943
112	0.05800060576
113	0.0579439151
114	0.05787019327
115	0.05781150488
116	0.05777529802
117	0.05775639525
118	0.0576960606
119	0.05764964212
120	0.05760799588
121	0.05753001351
122	0.05751458292
123	0.05746524717
124	0.05739980148
125	0.05737068099
126	0.05733820096
127	0.05724314462
128	0.05717208557
129	0.05713434172
130	0.0570567318
131	0.05701596602
132	0.05696492653
133	0.05691289162
134	0.05686783808
135	0.05683915666
136	0.05678728776
137	0.05674892038
138	0.05668653696
139	0.05666710767
140	0.05660429909
141	0.05652782084
142	0.0564654657
143	0.05640986983
144	0.05635681055
145	0.05631724485
146	0.05622825385
147	0.05618576878
148	0.05617523963
149	0.05612871606
150	0.05605919777
151	0.05603847602
152	0.05599123366
153	0.05592294071
154	0.05586685715
155	0.05576996159
156	0.05573714425
157	0.05565317738
158	0.05558456679
159	0.0555506714
160	0.05553741032
161	0.0554655543
162	0.0554416423
163	0.05537496729
164	0.0553565605
165	0.05532043828
166	0.05527265483
167	0.05521233458
168	0.05518237939
169	0.05511142823
170	0.05505783727
171	0.05499217147
172	0.05495833422
173	0.0549005706
174	0.05484232686
175	0.05481054138
176	0.05479116143
177	0.05472824581
178	0.05469653644
179	0.05464590178
180	0.05456561912
181	0.05450439192
182	0.0544758256
183	0.0544201967
184	0.0543239072
185	0.05429972231
186	0.05423135183
187	0.0541774247
188	0.05413846135
189	0.05411972149
190	0.05409043538
191	0.05403953785
192	0.05401632434
193	0.0539907105
194	0.05396146332
195	0.0539226145
196	0.05389135786
197	0.05385052621
198	0.053808332
199	0.0537400741
200	0.05368706216
201	0.05364103855
202	0.05360602138
203	0.05356608182
204	0.05352140458
205	0.05349491339
206	0.05348168262
207	0.05343295861
208	0.05341665894
209	0.05334129771
210	0.0532798559
211	0.05325675898
212	0.05321026624
213	0.05314919585
214	0.05310129222
215	0.05306453183
216	0.05301873538
217	0.05295335232
218	0.05291926773
219	0.05286329143
220	0.05281597818
221	0.05276873207
222	0.05272428008
223	0.05269473709
224	0.05266485136
225	0.05259472384
226	0.05254118985
227	0.05253158108
228	0.05246340185
229	0.05242095235
230	0.05239391696
231	0.05235101717
232	0.05232709372
233	0.05231875149
234	0.05223990254
235	0.05220542826
236	0.05211661977
237	0.0520569609
238	0.05202263103
239	0.05196237131
240	0.05192550641
241	0.05191353921
242	0.05186547784
243	0.05183726345
244	0.05181710015
245	0.05178641976
246	0.05170925433
247	0.05165539093
248	0.05161162121
249	0.05159798402
250	0.0515612193
251	0.05152795048
252	0.05148421138
253	0.05146456387
254	0.05144509893
255	0.05141604545
